model_root,pair,dataset,domain,run,model,base_accuracy_strict,base_f1_macro_strict,accuracy_strict,f1_macro_strict,delta_accuracy_strict,delta_f1_macro_strict,delta_acc_bucket,delta_f1_bucket,n_total,source_file
qwen-7b_newlayout,decision,imdb,movie,avg,F,0.9445,0.9459507481508174,0.9453,0.9472871084639938,0.0008000000000000229,0.0013363603131764101,tie,tie,10000.0,qwen-7b_newlayout/decision/summaries/sentiment.csv
qwen-7b_newlayout,decision,imdb_sklearn,movie,avg,F,0.9465,0.9476730408722372,0.947,0.9494205918898344,0.0004999999999999449,0.0017475510175971598,tie,tie,10000.0,qwen-7b_newlayout/decision/summaries/sentiment.csv
qwen-7b_newlayout,decision,mental,mental,avg,F,0.8391344064006048,0.8374913556458466,0.8083598450247268,0.8047192259107003,-0.030774561375877973,-0.032772129735146316,decline,decline,31747.0,qwen-7b_newlayout/decision/summaries/sentiment.csv
qwen-7b_newlayout,decision,news,finance,avg,F,0.7862710585868745,0.7504109565050944,0.752828765401056,0.7317573548274301,-0.033442293185818484,-0.018653601677664278,decline,decline,11931.0,qwen-7b_newlayout/decision/summaries/sentiment.csv
qwen-7b_newlayout,decision,sst2,movie,avg,F,0.8713,0.8941546967661184,0.8951,0.9116279698117116,0.023800000000000043,0.017473273045593207,improve,improve,10000.0,qwen-7b_newlayout/decision/summaries/sentiment.csv
qwen-7b_newlayout,decision,fiqasa,finance,avg,T,0.6956521739130435,0.635756094201861,0.6555839727195226,0.6121031516890839,-0.040068201193520836,-0.023652942512777053,decline,decline,1173.0,qwen-7b_newlayout/decision/summaries/sentiment.csv
qwen-7b_newlayout,decision,imdb,movie,avg,T,0.9445,0.9459507481508174,0.9404,0.941567398802251,-0.0040999999999999925,-0.004383349348566323,tie,tie,10000.0,qwen-7b_newlayout/decision/summaries/sentiment.csv
qwen-7b_newlayout,decision,imdb_sklearn,movie,avg,T,0.9465,0.9476730408722372,0.9414,0.942715230505326,-0.005099999999999993,-0.0049578103669112306,decline,tie,10000.0,qwen-7b_newlayout/decision/summaries/sentiment.csv
qwen-7b_newlayout,decision,mental,mental,avg,T,0.8391344064006048,0.8374913556458466,0.8666330676914354,0.8660651775380782,0.027498661290830673,0.028573821892231566,improve,improve,31747.0,qwen-7b_newlayout/decision/summaries/sentiment.csv
qwen-7b_newlayout,decision,news,finance,avg,T,0.7862710585868745,0.7504109565050944,0.795323107870254,0.7463662000093098,0.009052049283379437,-0.004044756495784618,improve,tie,11931.0,qwen-7b_newlayout/decision/summaries/sentiment.csv
qwen-7b_newlayout,decision,sst2,movie,avg,T,0.8713,0.8941546967661184,0.8399,0.8701925670674756,-0.031399999999999983,-0.023962129698642753,decline,decline,10000.0,qwen-7b_newlayout/decision/summaries/sentiment.csv
qwen-7b_newlayout,energy,fiqasa,finance,avg,E,0.6956521739130435,0.635756094201861,0.7263427109974424,0.6545848822241199,0.03069053708439895,0.018828788022258958,improve,improve,1173.0,qwen-7b_newlayout/energy/summaries/sentiment.csv
qwen-7b_newlayout,energy,imdb,movie,avg,E,0.9445,0.9459507481508174,0.9457,0.9469245210115458,0.0011999999999999789,0.0009737728607284168,tie,tie,10000.0,qwen-7b_newlayout/energy/summaries/sentiment.csv
qwen-7b_newlayout,energy,imdb_sklearn,movie,avg,E,0.9465,0.9476730408722372,0.9493,0.9520606338287474,0.0028000000000000247,0.004387592956510145,tie,tie,10000.0,qwen-7b_newlayout/energy/summaries/sentiment.csv
qwen-7b_newlayout,energy,mental,mental,avg,E,0.8391344064006048,0.8374913556458466,0.8059659180394998,0.8024795677945966,-0.033168488361104975,-0.03501178785125003,decline,decline,31747.0,qwen-7b_newlayout/energy/summaries/sentiment.csv
qwen-7b_newlayout,energy,news,finance,avg,E,0.7862710585868745,0.7504109565050944,0.7761294107786438,0.7461987546451421,-0.01014164780823068,-0.0042122018599523026,decline,tie,11931.0,qwen-7b_newlayout/energy/summaries/sentiment.csv
qwen-7b_newlayout,energy,sst2,movie,avg,E,0.8713,0.8941546967661184,0.8803,0.9020177950959104,0.009000000000000008,0.00786309832979204,improve,improve,10000.0,qwen-7b_newlayout/energy/summaries/sentiment.csv
qwen-7b_newlayout,energy,fiqasa,finance,avg,I,0.6956521739130435,0.635756094201861,0.6692242114236999,0.620902591396088,-0.026427962489343537,-0.014853502805772911,decline,decline,1173.0,qwen-7b_newlayout/energy/summaries/sentiment.csv
qwen-7b_newlayout,energy,imdb,movie,avg,I,0.9445,0.9459507481508174,0.9424,0.9436848766803608,-0.0020999999999999908,-0.0022658714704565375,tie,tie,10000.0,qwen-7b_newlayout/energy/summaries/sentiment.csv
qwen-7b_newlayout,energy,imdb_sklearn,movie,avg,I,0.9465,0.9476730408722372,0.9477,0.9503545651347288,0.0011999999999999789,0.0026815242624915747,tie,tie,10000.0,qwen-7b_newlayout/energy/summaries/sentiment.csv
qwen-7b_newlayout,energy,mental,mental,avg,I,0.8391344064006048,0.8374913556458466,0.7896809147321007,0.7848187247937061,-0.0494534916685041,-0.05267263085214058,decline,decline,31747.0,qwen-7b_newlayout/energy/summaries/sentiment.csv
qwen-7b_newlayout,energy,news,finance,avg,I,0.7862710585868745,0.7504109565050944,0.8003520241387981,0.7614988531408282,0.014080965551923619,0.01108789663573384,improve,improve,11931.0,qwen-7b_newlayout/energy/summaries/sentiment.csv
qwen-7b_newlayout,energy,sst2,movie,avg,I,0.8713,0.8941546967661184,0.8599,0.8838172897903334,-0.011399999999999966,-0.010337406975785002,decline,decline,10000.0,qwen-7b_newlayout/energy/summaries/sentiment.csv
qwen-7b_newlayout,execution,fiqasa,finance,avg,J,0.6956521739130435,0.635756094201861,0.7092924126172208,0.639969773531471,0.013640238704177299,0.004213679329610032,improve,tie,1173.0,qwen-7b_newlayout/execution/summaries/sentiment.csv
qwen-7b_newlayout,execution,imdb,movie,avg,J,0.9445,0.9459507481508174,0.9444,0.945562614933653,-9.999999999998899e-05,-0.0003881332171643548,tie,tie,10000.0,qwen-7b_newlayout/execution/summaries/sentiment.csv
qwen-7b_newlayout,execution,imdb_sklearn,movie,avg,J,0.9465,0.9476730408722372,0.9484,0.9510129326897868,0.0019000000000000128,0.0033398918175495673,tie,tie,10000.0,qwen-7b_newlayout/execution/summaries/sentiment.csv
qwen-7b_newlayout,execution,mental,mental,avg,J,0.8391344064006048,0.8374913556458466,0.7918858474816518,0.7869485113524266,-0.047248558918952965,-0.05054284429342004,decline,decline,31747.0,qwen-7b_newlayout/execution/summaries/sentiment.csv
qwen-7b_newlayout,execution,news,finance,avg,J,0.7862710585868745,0.7504109565050944,0.7788953147263431,0.751326658772408,-0.007375743860531414,0.0009157022673136339,decline,tie,11931.0,qwen-7b_newlayout/execution/summaries/sentiment.csv
qwen-7b_newlayout,execution,sst2,movie,avg,J,0.8713,0.8941546967661184,0.8744,0.8941314687129662,0.0030999999999999917,-2.3228053152135608e-05,tie,tie,10000.0,qwen-7b_newlayout/execution/summaries/sentiment.csv
qwen-7b_newlayout,execution,fiqasa,finance,avg,P,0.6956521739130435,0.635756094201861,0.6768968456947997,0.6245451012289842,-0.018755328218243772,-0.011210992972876754,decline,decline,1173.0,qwen-7b_newlayout/execution/summaries/sentiment.csv
qwen-7b_newlayout,execution,imdb,movie,avg,P,0.9445,0.9459507481508174,0.9441,0.9457417237617818,-0.00039999999999995595,-0.00020902438903558362,tie,tie,10000.0,qwen-7b_newlayout/execution/summaries/sentiment.csv
qwen-7b_newlayout,execution,imdb_sklearn,movie,avg,P,0.9465,0.9476730408722372,0.9481,0.9511420078532524,0.0016000000000000458,0.0034689669810151758,tie,tie,10000.0,qwen-7b_newlayout/execution/summaries/sentiment.csv
qwen-7b_newlayout,execution,mental,mental,avg,P,0.8391344064006048,0.8374913556458466,0.8072888776892305,0.8046783852678219,-0.03184552871137425,-0.032812970378024775,decline,decline,31747.0,qwen-7b_newlayout/execution/summaries/sentiment.csv
qwen-7b_newlayout,execution,news,finance,avg,P,0.7862710585868745,0.7504109565050944,0.7964127063951052,0.7530542911939984,0.01014164780823068,0.0026433346889039866,improve,tie,11931.0,qwen-7b_newlayout/execution/summaries/sentiment.csv
qwen-7b_newlayout,execution,sst2,movie,avg,P,0.8713,0.8941546967661184,0.8684,0.893496960524619,-0.0029000000000000137,-0.0006577362414993404,tie,tie,10000.0,qwen-7b_newlayout/execution/summaries/sentiment.csv
qwen-7b_newlayout,information,fiqasa,finance,avg,N,0.6956521739130435,0.635756094201861,0.7186700767263428,0.6487523762147565,0.023017902813299296,0.012996282012895488,improve,improve,1173.0,qwen-7b_newlayout/information/summaries/sentiment.csv
qwen-7b_newlayout,information,imdb,movie,avg,N,0.9445,0.9459507481508174,0.9443,0.9462748118502492,-0.00019999999999997797,0.00032406369943183133,tie,tie,10000.0,qwen-7b_newlayout/information/summaries/sentiment.csv
qwen-7b_newlayout,information,imdb_sklearn,movie,avg,N,0.9465,0.9476730408722372,0.9473,0.9512947371478268,0.0008000000000000229,0.0036216962755895032,tie,tie,10000.0,qwen-7b_newlayout/information/summaries/sentiment.csv
qwen-7b_newlayout,information,mental,mental,avg,N,0.8391344064006048,0.8374913556458466,0.7700255142218162,0.7626888513588075,-0.06910889217878857,-0.07480250428703916,decline,decline,31747.0,qwen-7b_newlayout/information/summaries/sentiment.csv
qwen-7b_newlayout,information,news,finance,avg,N,0.7862710585868745,0.7504109565050944,0.780739250691476,0.7457914007611346,-0.005531807895398533,-0.00461955574395978,decline,tie,11931.0,qwen-7b_newlayout/information/summaries/sentiment.csv
qwen-7b_newlayout,information,sst2,movie,avg,N,0.8713,0.8941546967661184,0.8796,0.9013037702216392,0.008300000000000085,0.007149073455520849,improve,improve,10000.0,qwen-7b_newlayout/information/summaries/sentiment.csv
qwen-7b_newlayout,information,fiqasa,finance,avg,S,0.6956521739130435,0.635756094201861,0.680306905370844,0.6289724959753324,-0.01534526854219942,-0.00678359822652852,decline,decline,1173.0,qwen-7b_newlayout/information/summaries/sentiment.csv
qwen-7b_newlayout,information,imdb,movie,avg,S,0.9445,0.9459507481508174,0.9437,0.9446656720396414,-0.0008000000000000229,-0.001285076111176009,tie,tie,10000.0,qwen-7b_newlayout/information/summaries/sentiment.csv
qwen-7b_newlayout,information,imdb_sklearn,movie,avg,S,0.9465,0.9476730408722372,0.9476,0.9497779256664683,0.0010999999999999899,0.002104884794231099,tie,tie,10000.0,qwen-7b_newlayout/information/summaries/sentiment.csv
qwen-7b_newlayout,information,mental,mental,avg,S,0.8391344064006048,0.8374913556458466,0.8224084165432954,0.8203253156377163,-0.01672598985730933,-0.01716604000813038,decline,decline,31747.0,qwen-7b_newlayout/information/summaries/sentiment.csv
qwen-7b_newlayout,information,news,finance,avg,S,0.7862710585868745,0.7504109565050944,0.7944849551588299,0.7580260444108776,0.00821389657195537,0.007615087905783247,improve,improve,11931.0,qwen-7b_newlayout/information/summaries/sentiment.csv
qwen-7b_newlayout,information,sst2,movie,avg,S,0.8713,0.8941546967661184,0.8588,0.8853945119529468,-0.012499999999999956,-0.008760184813171534,decline,decline,10000.0,qwen-7b_newlayout/information/summaries/sentiment.csv
