pair,dataset,run,model,labels,n_total,count_positive,ratio_positive,count_negative,ratio_negative,count_neutral,ratio_neutral,accuracy_strict,precision_macro_strict,recall_macro_strict,f1_macro_strict,precision_weighted_strict,recall_weighted_strict,f1_weighted_strict,support_strict,accuracy_neutral,precision_macro_neutral,recall_macro_neutral,f1_macro_neutral,precision_weighted_neutral,recall_weighted_neutral,f1_weighted_neutral,support_neutral,count_normal,ratio_normal,count_depression,ratio_depression,count_bearish,ratio_bearish,count_bullish,ratio_bullish
execution,imdb,run-001,BASE,positive|negative|neutral,10000,4691.0,0.4691,5309.0,0.5309,0,0.0,0.9315,0.9331543203062866,0.9315,0.93143453300646,0.9331543203062865,0.9315,0.93143453300646,10000,0.9315,0.9331543203062866,0.9315,0.93143453300646,0.9331543203062865,0.9315,0.93143453300646,10000,,,,,,,,
execution,imdb,run-001,J,positive|negative|neutral,10000,4701.0,0.4701,5299.0,0.5299,0,0.0,0.9319,0.9334500346619525,0.9319,0.9318390634411069,0.9334500346619526,0.9319,0.9318390634411069,10000,0.9319,0.9334500346619525,0.9319,0.9318390634411069,0.9334500346619526,0.9319,0.9318390634411069,10000,,,,,,,,
execution,imdb,run-001,P,positive|negative|neutral,10000,4706.0,0.4706,5294.0,0.5294,0,0.0,0.9308,0.9322946327550727,0.9308000000000001,0.9307401345426933,0.9322946327550726,0.9308,0.9307401345426933,10000,0.9308,0.9322946327550727,0.9308000000000001,0.9307401345426933,0.9322946327550726,0.9308,0.9307401345426933,10000,,,,,,,,
execution,imdb,run-002,BASE,positive|negative|neutral,10000,4691.0,0.4691,5309.0,0.5309,0,0.0,0.9315,0.9331543203062866,0.9315,0.93143453300646,0.9331543203062865,0.9315,0.93143453300646,10000,0.9315,0.9331543203062866,0.9315,0.93143453300646,0.9331543203062865,0.9315,0.93143453300646,10000,,,,,,,,
execution,imdb,run-002,J,positive|negative|neutral,10000,4701.0,0.4701,5299.0,0.5299,0,0.0,0.9319,0.9334500346619525,0.9319,0.9318390634411069,0.9334500346619526,0.9319,0.9318390634411069,10000,0.9319,0.9334500346619525,0.9319,0.9318390634411069,0.9334500346619526,0.9319,0.9318390634411069,10000,,,,,,,,
execution,imdb,run-002,P,positive|negative|neutral,10000,4706.0,0.4706,5294.0,0.5294,0,0.0,0.9308,0.9322946327550727,0.9308000000000001,0.9307401345426933,0.9322946327550726,0.9308,0.9307401345426933,10000,0.9308,0.9322946327550727,0.9308000000000001,0.9307401345426933,0.9322946327550726,0.9308,0.9307401345426933,10000,,,,,,,,
execution,imdb,avg,BASE,positive|negative|neutral,10000,4691.0,0.4691,5309.0,0.5309,0,0.0,0.9315,0.9331543203062866,0.9315,0.93143453300646,0.9331543203062865,0.9315,0.93143453300646,10000,0.9315,0.9331543203062866,0.9315,0.93143453300646,0.9331543203062865,0.9315,0.93143453300646,10000,,,,,,,,
execution,imdb,avg,J,positive|negative|neutral,20000,9402.0,0.4701,10598.0,0.5299,0,0.0,0.9319,0.9334500346619525,0.9319,0.9318390634411069,0.9334500346619526,0.9319,0.9318390634411069,10000,0.9319,0.9334500346619525,0.9319,0.9318390634411069,0.9334500346619526,0.9319,0.9318390634411069,10000,,,,,,,,
execution,imdb,avg,P,positive|negative|neutral,20000,9412.0,0.4706,10588.0,0.5294,0,0.0,0.9308,0.9322946327550727,0.9308000000000001,0.9307401345426933,0.9322946327550726,0.9308,0.9307401345426933,10000,0.9308,0.9322946327550727,0.9308000000000001,0.9307401345426933,0.9322946327550726,0.9308,0.9307401345426933,10000,,,,,,,,
execution,mental,run-001,BASE,normal|depression|neutral,31747,,,,,0,0.0,0.899549563738306,0.8994153834151728,0.8996639578315377,0.899497582631908,0.8996648791051176,0.899549563738306,0.8995651868686222,31747,0.899549563738306,0.8994153834151728,0.8996639578315377,0.899497582631908,0.8996648791051176,0.899549563738306,0.8995651868686222,31747,16126.0,0.5079535074180237,15621.0,0.49204649258197625,,,,
execution,mental,run-001,J,normal|depression|neutral,31747,,,,,2,6.299807855860397e-05,0.867735534066211,0.873691204774655,0.8696460059602878,0.8675636630440682,0.875316517599815,0.867735534066211,0.8674122077088813,31747,0.867735534066211,0.873691204774655,0.8696460059602878,0.8675636630440682,0.875316517599815,0.867735534066211,0.8674122077088813,31747,14168.0,0.44627838850915047,17577.0,0.553658613412291,,,,
execution,mental,run-001,P,normal|depression|neutral,31747,,,,,2,6.299807855860397e-05,0.8706019466406275,0.8753206292462627,0.8723088499141514,0.8704982552698288,0.8767965521325148,0.8706019466406275,0.870376841616444,31747,0.8706019466406275,0.8753206292462627,0.8723088499141514,0.8704982552698288,0.8767965521325148,0.8706019466406275,0.870376841616444,31747,14389.0,0.4532396761898762,17356.0,0.5466973257315652,,,,
execution,mental,run-002,BASE,normal|depression|neutral,31747,,,,,0,0.0,0.899549563738306,0.8994153834151728,0.8996639578315377,0.899497582631908,0.8996648791051176,0.899549563738306,0.8995651868686222,31747,0.899549563738306,0.8994153834151728,0.8996639578315377,0.899497582631908,0.8996648791051176,0.899549563738306,0.8995651868686222,31747,16126.0,0.5079535074180237,15621.0,0.49204649258197625,,,,
execution,mental,run-002,J,normal|depression|neutral,31747,,,,,2,6.299807855860397e-05,0.867735534066211,0.873691204774655,0.8696460059602878,0.8675636630440682,0.875316517599815,0.867735534066211,0.8674122077088813,31747,0.867735534066211,0.873691204774655,0.8696460059602878,0.8675636630440682,0.875316517599815,0.867735534066211,0.8674122077088813,31747,14168.0,0.44627838850915047,17577.0,0.553658613412291,,,,
execution,mental,run-002,P,normal|depression|neutral,31747,,,,,2,6.299807855860397e-05,0.8706019466406275,0.8753206292462627,0.8723088499141514,0.8704982552698288,0.8767965521325148,0.8706019466406275,0.870376841616444,31747,0.8706019466406275,0.8753206292462627,0.8723088499141514,0.8704982552698288,0.8767965521325148,0.8706019466406275,0.870376841616444,31747,14389.0,0.4532396761898762,17356.0,0.5466973257315652,,,,
execution,mental,avg,BASE,normal|depression|neutral,31747,,,,,0,0.0,0.899549563738306,0.8994153834151728,0.8996639578315377,0.899497582631908,0.8996648791051176,0.899549563738306,0.8995651868686222,31747,0.899549563738306,0.8994153834151728,0.8996639578315377,0.899497582631908,0.8996648791051176,0.899549563738306,0.8995651868686222,31747,16126.0,0.5079535074180237,15621.0,0.49204649258197625,,,,
execution,mental,avg,J,normal|depression|neutral,63494,,,,,4,6.299807855860397e-05,0.867735534066211,0.873691204774655,0.8696460059602878,0.8675636630440682,0.875316517599815,0.867735534066211,0.8674122077088813,31747,0.867735534066211,0.873691204774655,0.8696460059602878,0.8675636630440682,0.875316517599815,0.867735534066211,0.8674122077088813,31747,28336.0,0.44627838850915047,35154.0,0.553658613412291,,,,
execution,mental,avg,P,normal|depression|neutral,63494,,,,,4,6.299807855860397e-05,0.8706019466406275,0.8753206292462627,0.8723088499141514,0.8704982552698288,0.8767965521325148,0.8706019466406275,0.870376841616444,31747,0.8706019466406275,0.8753206292462627,0.8723088499141514,0.8704982552698288,0.8767965521325148,0.8706019466406275,0.870376841616444,31747,28778.0,0.4532396761898762,34712.0,0.5466973257315652,,,,
