pair,dataset,run,model,test,statistic,df,p_value,effect_cramers_v,effect_tv,effect_js,n_total,n_used,n_dropped,labels
execution,imdb,run-001,J,stuart_maxwell,2.7777777777777786,2,0.24935220877729608,0.011785113019775794,0.0010000000000000009,7.240240994328055e-07,10000,10000,0,positive|negative|neutral
execution,imdb,run-002,J,stuart_maxwell,2.7777777777777786,2,0.24935220877729608,0.011785113019775794,0.0010000000000000009,7.240240994328055e-07,10000,10000,0,positive|negative|neutral
execution,imdb,run-001,P,stuart_maxwell,7.258064516129033,2,0.026541857653049544,0.019050019050028576,0.001500000000000029,1.6289555698713234e-06,10000,10000,0,positive|negative|neutral
execution,imdb,run-002,P,stuart_maxwell,7.258064516129033,2,0.026541857653049544,0.019050019050028576,0.001500000000000029,1.6289555698713234e-06,10000,10000,0,positive|negative|neutral
execution,mental,run-001,J,mcnemar_exact,2284.0,1,0.0,0.2299393459424091,0.061675118908873255,0.002751400301849956,31747,31747,0,normal|depression
execution,mental,run-002,J,mcnemar_exact,2284.0,1,0.0,0.2299393459424091,0.061675118908873255,0.002751400301849956,31747,31747,0,normal|depression
execution,mental,run-001,P,mcnemar_exact,2145.0,1,0.0,0.2104916265998905,0.05471383122814749,0.0021637737802552015,31747,31747,0,normal|depression
execution,mental,run-002,P,mcnemar_exact,2145.0,1,0.0,0.2104916265998905,0.05471383122814749,0.0021637737802552015,31747,31747,0,normal|depression
execution,news,run-001,J,stuart_maxwell,64.67896170773331,2,9.018657986708463e-15,0.052062869267563004,0.01106361579079708,9.070942747830234e-05,11931,11931,0,neutral|bearish|bullish
execution,news,run-002,J,stuart_maxwell,64.67896170773331,2,9.018657986708463e-15,0.052062869267563004,0.01106361579079708,9.070942747830234e-05,11931,11931,0,neutral|bearish|bullish
execution,news,run-001,P,stuart_maxwell,1144.8240692316583,2,2.538703555963137e-249,0.21903622962080907,0.09529796328891126,0.007006667672769761,11931,11931,0,neutral|bearish|bullish
execution,news,run-002,P,stuart_maxwell,1144.8240692316583,2,2.538703555963137e-249,0.21903622962080907,0.09529796328891126,0.007006667672769761,11931,11931,0,neutral|bearish|bullish
execution,fiqasa,run-001,J,stuart_maxwell,79.7302886686773,2,4.8616959578230376e-18,0.1843519196904492,0.062233589087809044,0.0074551751457056885,1173,1173,0,positive|negative|neutral
execution,fiqasa,run-002,J,stuart_maxwell,79.7302886686773,2,4.8616959578230376e-18,0.1843519196904492,0.062233589087809044,0.0074551751457056885,1173,1173,0,positive|negative|neutral
execution,fiqasa,run-001,P,stuart_maxwell,51.77403035413153,2,5.7202124073982465e-12,0.14855661091689892,0.0434782608695652,0.0028520222188987195,1173,1173,0,positive|negative|neutral
execution,fiqasa,run-002,P,stuart_maxwell,51.77403035413153,2,5.7202124073982465e-12,0.14855661091689892,0.0434782608695652,0.0028520222188987195,1173,1173,0,positive|negative|neutral
execution,imdb_sklearn,run-001,J,stuart_maxwell,107.46486486486482,2,4.6163751585747785e-24,0.07330240953231511,0.014100000000000001,0.00014495067291008228,10000,10000,0,positive|negative|neutral
execution,imdb_sklearn,run-002,J,stuart_maxwell,107.46486486486482,2,4.6163751585747785e-24,0.07330240953231511,0.014100000000000001,0.00014495067291008228,10000,10000,0,positive|negative|neutral
execution,imdb_sklearn,run-001,P,stuart_maxwell,92.76216216216211,2,7.19370164597518e-21,0.06810365708321474,0.0131,0.0001251448243301265,10000,10000,0,positive|negative|neutral
execution,imdb_sklearn,run-002,P,stuart_maxwell,92.76216216216211,2,7.19370164597518e-21,0.06810365708321474,0.0131,0.0001251448243301265,10000,10000,0,positive|negative|neutral
execution,sst2,run-001,J,stuart_maxwell,125.72463768115949,2,5.003130233524603e-28,0.07928576091618202,0.012799999999999988,0.0003040228775352806,10000,10000,0,positive|negative|neutral
execution,sst2,run-002,J,stuart_maxwell,125.72463768115949,2,5.003130233524603e-28,0.07928576091618202,0.012799999999999988,0.0003040228775352806,10000,10000,0,positive|negative|neutral
execution,sst2,run-001,P,stuart_maxwell,143.53375196232363,2,6.79268973299643e-32,0.08471533272151023,0.014000000000000007,0.0002690286846708256,10000,10000,0,positive|negative|neutral
execution,sst2,run-002,P,stuart_maxwell,143.53375196232363,2,6.79268973299643e-32,0.08471533272151023,0.014000000000000007,0.0002690286846708256,10000,10000,0,positive|negative|neutral
