pair,dataset,run,model,labels,n_total,count_positive,ratio_positive,count_negative,ratio_negative,count_neutral,ratio_neutral,accuracy_strict,precision_macro_strict,recall_macro_strict,f1_macro_strict,precision_weighted_strict,recall_weighted_strict,f1_weighted_strict,support_strict,accuracy_neutral,precision_macro_neutral,recall_macro_neutral,f1_macro_neutral,precision_weighted_neutral,recall_weighted_neutral,f1_weighted_neutral,support_neutral,count_normal,ratio_normal,count_depression,ratio_depression,count_bearish,ratio_bearish,count_bullish,ratio_bullish
energy,imdb,run-001,BASE,positive|negative|neutral,10000.0,4852.0,0.4852,5117.0,0.5117,31.0,0.0031,0.9445,0.9477414405628813,0.9445,0.9459507481508174,0.9477414405628813,0.9445,0.9459507481508174,10000,0.9445,0.9477414405628813,0.9445,0.9459507481508174,0.9477414405628813,0.9445,0.9459507481508174,10000,,,,,,,,
energy,imdb,run-001,E,positive|negative|neutral,10000.0,4908.0,0.4908,5066.0,0.5066,26.0,0.0026,0.9457,0.948271367259429,0.9457,0.9469245210115458,0.9482713672594291,0.9457,0.9469245210115458,10000,0.9457,0.948271367259429,0.9457,0.9469245210115458,0.9482713672594291,0.9457,0.9469245210115458,10000,,,,,,,,
energy,imdb,run-001,I,positive|negative|neutral,10000.0,4787.0,0.4787,5185.0,0.5185,28.0,0.0028,0.9424,0.9457281342369109,0.9423999999999999,0.9436848766803609,0.9457281342369108,0.9424,0.9436848766803608,10000,0.9424,0.9457281342369109,0.9423999999999999,0.9436848766803609,0.9457281342369108,0.9424,0.9436848766803608,10000,,,,,,,,
energy,imdb,run-002,BASE,positive|negative|neutral,10000.0,4852.0,0.4852,5117.0,0.5117,31.0,0.0031,0.9445,0.9477414405628813,0.9445,0.9459507481508174,0.9477414405628813,0.9445,0.9459507481508174,10000,0.9445,0.9477414405628813,0.9445,0.9459507481508174,0.9477414405628813,0.9445,0.9459507481508174,10000,,,,,,,,
energy,imdb,run-002,E,positive|negative|neutral,10000.0,4908.0,0.4908,5066.0,0.5066,26.0,0.0026,0.9457,0.948271367259429,0.9457,0.9469245210115458,0.9482713672594291,0.9457,0.9469245210115458,10000,0.9457,0.948271367259429,0.9457,0.9469245210115458,0.9482713672594291,0.9457,0.9469245210115458,10000,,,,,,,,
energy,imdb,run-002,I,positive|negative|neutral,10000.0,4787.0,0.4787,5185.0,0.5185,28.0,0.0028,0.9424,0.9457281342369109,0.9423999999999999,0.9436848766803609,0.9457281342369108,0.9424,0.9436848766803608,10000,0.9424,0.9457281342369109,0.9423999999999999,0.9436848766803609,0.9457281342369108,0.9424,0.9436848766803608,10000,,,,,,,,
energy,imdb,avg,BASE,positive|negative|neutral,10000.0,4852.0,0.4852,5117.0,0.5117,31.0,0.0031,0.9445,0.9477414405628813,0.9445,0.9459507481508174,0.9477414405628813,0.9445,0.9459507481508174,10000,0.9445,0.9477414405628813,0.9445,0.9459507481508174,0.9477414405628813,0.9445,0.9459507481508174,10000,,,,,,,,
energy,imdb,avg,E,positive|negative|neutral,10000.0,4908.0,0.4908,5066.0,0.5066,26.0,0.0026,0.9457,0.948271367259429,0.9457,0.9469245210115458,0.9482713672594291,0.9457,0.9469245210115458,10000,0.9457,0.948271367259429,0.9457,0.9469245210115458,0.9482713672594291,0.9457,0.9469245210115458,10000,,,,,,,,
energy,imdb,avg,I,positive|negative|neutral,10000.0,4787.0,0.4787,5185.0,0.5185,28.0,0.0028,0.9424,0.9457281342369109,0.9423999999999999,0.9436848766803609,0.9457281342369108,0.9424,0.9436848766803608,10000,0.9424,0.9457281342369109,0.9423999999999999,0.9436848766803609,0.9457281342369108,0.9424,0.9436848766803608,10000,,,,,,,,
energy,mental,run-001,BASE,normal|depression|neutral,31747.0,,,,,1.0,3.1499039279301984e-05,0.8391344064006048,0.8620049577176614,0.8428586890204446,0.8374913556458466,0.8649225245907168,0.8391344064006048,0.8370063376667443,31747,0.8391344064006048,0.8620049577176614,0.8428586890204446,0.8374913556458466,0.8649225245907168,0.8391344064006048,0.8370063376667443,31747,12197.0,0.3841937820896463,19549.0,0.6157747188710744,,,,
energy,mental,run-001,E,normal|depression|neutral,31747.0,,,,,50.0,0.0015749519639650991,0.8059659180394998,0.8465020458415764,0.8109246710033811,0.8024795677945966,0.8501710929012979,0.8059659180394998,0.80162910192059,31747,0.8059659180394998,0.8465020458415764,0.8109246710033811,0.8024795677945966,0.8501710929012979,0.8059659180394998,0.80162910192059,31747,10832.0,0.34119759347339906,20865.0,0.6572274545626359,,,,
