dataset,df,effect_cramers_v,effect_js,effect_tv,labels,model,model_root,n_dropped,n_total,n_used,p_value,pair,run,source_file,statistic,test
news,2,0.3044204700946741,0.03004767735405607,0.18539937976699356,neutral|bearish|bullish,ST,llama-3b_newlayout,0,11931,11931,0.0,ST-NF,run-001,llama-3b_newlayout/ST-NF/summaries/sentiment_significance.csv,2211.335031183349,stuart_maxwell
news,2,0.3021392147930575,0.02917685853138533,0.18254966054815186,neutral|bearish|bullish,ST,llama-3b_newlayout,0,11931,11931,0.0,ST-NF,run-002,llama-3b_newlayout/ST-NF/summaries/sentiment_significance.csv,2178.316764272392,stuart_maxwell
fiqasa,2,0.3968402629906007,0.10645421763757582,0.3086104006820119,positive|negative|neutral,NF,llama-3b_newlayout,0,1173,1173,5.946355928252832e-81,ST-NF,run-001,llama-3b_newlayout/ST-NF/summaries/sentiment_significance.csv,369.45322789923364,stuart_maxwell
fiqasa,2,0.4052994419708858,0.11682932231289075,0.3231031543052003,positive|negative|neutral,NF,llama-3b_newlayout,0,1173,1173,2.0775905525745766e-84,ST-NF,run-002,llama-3b_newlayout/ST-NF/summaries/sentiment_significance.csv,385.3718779548442,stuart_maxwell
fiqasa,2,0.18977572506972057,0.004889501872809399,0.08184143222506392,positive|negative|neutral,ST,llama-3b_newlayout,0,1173,1173,4.498419322019669e-19,ST-NF,run-001,llama-3b_newlayout/ST-NF/summaries/sentiment_significance.csv,84.49078138718174,stuart_maxwell
fiqasa,2,0.1412698019720547,0.0022275192548727677,0.05541346973572038,positive|negative|neutral,ST,llama-3b_newlayout,0,1173,1173,6.812035141119897e-11,ST-NF,run-002,llama-3b_newlayout/ST-NF/summaries/sentiment_significance.csv,46.81949020287844,stuart_maxwell
imdb_sklearn,2,0.17824494577836095,0.004984043154712715,0.0642,positive|negative|neutral,NF,llama-3b_newlayout,0,10000,10000,1.0451243545121177e-138,ST-NF,run-001,llama-3b_newlayout/ST-NF/summaries/sentiment_significance.csv,635.4252139106165,stuart_maxwell
imdb_sklearn,2,0.17985257383062708,0.005449884737526863,0.06529999999999998,positive|negative|neutral,NF,llama-3b_newlayout,0,10000,10000,3.3036072487483526e-141,ST-NF,run-002,llama-3b_newlayout/ST-NF/summaries/sentiment_significance.csv,646.9389662700233,stuart_maxwell
imdb_sklearn,2,0.16018631556087648,0.005226099330320047,0.05149999999999999,positive|negative|neutral,ST,llama-3b_newlayout,0,10000,10000,3.6436046702150605e-112,ST-NF,run-001,llama-3b_newlayout/ST-NF/summaries/sentiment_significance.csv,513.193113859374,stuart_maxwell
imdb_sklearn,2,0.15841658804875325,0.005323238683987009,0.050200000000000015,positive|negative|neutral,ST,llama-3b_newlayout,0,10000,10000,1.0239026423498045e-109,ST-NF,run-002,llama-3b_newlayout/ST-NF/summaries/sentiment_significance.csv,501.91630738016784,stuart_maxwell
sst2,2,0.2684863255660029,0.014655475324082307,0.1411,positive|negative|neutral,NF,llama-3b_newlayout,0,10000,10000,0.0,ST-NF,run-001,llama-3b_newlayout/ST-NF/summaries/sentiment_significance.csv,1441.6981403186737,stuart_maxwell
sst2,2,0.27124818036094267,0.015261794992437558,0.14399999999999996,positive|negative|neutral,NF,llama-3b_newlayout,0,10000,10000,0.0,ST-NF,run-002,llama-3b_newlayout/ST-NF/summaries/sentiment_significance.csv,1471.5115069824496,stuart_maxwell
sst2,2,0.26549962046023323,0.017346977247356534,0.13990000000000005,positive|negative|neutral,ST,llama-3b_newlayout,0,10000,10000,7.338532596397326e-307,ST-NF,run-001,llama-3b_newlayout/ST-NF/summaries/sentiment_significance.csv,1409.800969290558,stuart_maxwell
sst2,2,0.2604271672110857,0.016245933192008045,0.13480000000000003,positive|negative|neutral,ST,llama-3b_newlayout,0,10000,10000,2.827825996537114e-295,ST-NF,run-002,llama-3b_newlayout/ST-NF/summaries/sentiment_significance.csv,1356.446188431816,stuart_maxwell
imdb,2,0.08944271909999157,0.00018506111966010326,0.015999999999999986,positive|negative|neutral,F,qwen-3b_newlayout,0,10000,10000,1.8048513878454602e-35,decision,run-001,qwen-3b_newlayout/decision/summaries/sentiment_significance.csv,159.99999999999994,stuart_maxwell
imdb,2,0.08944271909999157,0.00018506111966010326,0.015999999999999986,positive|negative|neutral,F,qwen-3b_newlayout,0,10000,10000,1.8048513878454602e-35,decision,run-002,qwen-3b_newlayout/decision/summaries/sentiment_significance.csv,159.99999999999994,stuart_maxwell
imdb,2,0.0793725393319377,0.00011516170900959487,0.012599999999999972,positive|negative|neutral,T,qwen-3b_newlayout,0,10000,10000,4.359610000063195e-28,decision,run-001,qwen-3b_newlayout/decision/summaries/sentiment_significance.csv,125.99999999999994,stuart_maxwell
imdb,2,0.0793725393319377,0.00011516170900959487,0.012599999999999972,positive|negative|neutral,T,qwen-3b_newlayout,0,10000,10000,4.359610000063195e-28,decision,run-002,qwen-3b_newlayout/decision/summaries/sentiment_significance.csv,125.99999999999994,stuart_maxwell
mental,1,0.23857653693877504,0.00234219620383826,0.05691876397769863,normal|depression,F,qwen-3b_newlayout,0,31747,31747,0.0,decision,run-001,qwen-3b_newlayout/decision/summaries/sentiment_significance.csv,1807.0,mcnemar_exact
mental,1,0.23857653693877504,0.00234219620383826,0.05691876397769863,normal|depression,F,qwen-3b_newlayout,0,31747,31747,0.0,decision,run-002,qwen-3b_newlayout/decision/summaries/sentiment_significance.csv,1807.0,mcnemar_exact
mental,1,0.1916463124824113,0.000982700662679862,0.03685387595678333,normal|depression,T,qwen-3b_newlayout,0,31747,31747,0.0,decision,run-001,qwen-3b_newlayout/decision/summaries/sentiment_significance.csv,1174.0,mcnemar_exact
mental,1,0.1916463124824113,0.000982700662679862,0.03685387595678333,normal|depression,T,qwen-3b_newlayout,0,31747,31747,0.0,decision,run-002,qwen-3b_newlayout/decision/summaries/sentiment_significance.csv,1174.0,mcnemar_exact
news,2,0.1912772699416969,0.005154216571171304,0.07333836224960184,neutral|bearish|bullish,F,qwen-3b_newlayout,0,11931,11931,2.642544552051358e-190,decision,run-001,qwen-3b_newlayout/decision/summaries/sentiment_significance.csv,873.0388507408745,stuart_maxwell
news,2,0.1912772699416969,0.005154216571171304,0.07333836224960184,neutral|bearish|bullish,F,qwen-3b_newlayout,0,11931,11931,2.642544552051358e-190,decision,run-002,qwen-3b_newlayout/decision/summaries/sentiment_significance.csv,873.0388507408745,stuart_maxwell
news,2,0.14762472391997047,0.0017728731666684545,0.0418238203000587,neutral|bearish|bullish,T,qwen-3b_newlayout,0,11931,11931,1.1961729327975913e-113,decision,run-001,qwen-3b_newlayout/decision/summaries/sentiment_significance.csv,520.0259765412222,stuart_maxwell
news,2,0.14762472391997047,0.0017728731666684545,0.0418238203000587,neutral|bearish|bullish,T,qwen-3b_newlayout,0,11931,11931,1.1961729327975913e-113,decision,run-002,qwen-3b_newlayout/decision/summaries/sentiment_significance.csv,520.0259765412222,stuart_maxwell
fiqasa,2,0.19128251698305684,0.007162812133710516,0.07075873827791988,positive|negative|neutral,F,qwen-3b_newlayout,0,1173,1173,2.293819284244738e-19,decision,run-001,qwen-3b_newlayout/decision/summaries/sentiment_significance.csv,85.83779705771406,stuart_maxwell
fiqasa,2,0.19128251698305684,0.007162812133710516,0.07075873827791988,positive|negative|neutral,F,qwen-3b_newlayout,0,1173,1173,2.293819284244738e-19,decision,run-002,qwen-3b_newlayout/decision/summaries/sentiment_significance.csv,85.83779705771406,stuart_maxwell
fiqasa,2,0.20369776927697789,0.008965345957913463,0.08098891730605284,positive|negative|neutral,T,qwen-3b_newlayout,0,1173,1173,7.285162083938075e-22,decision,run-001,qwen-3b_newlayout/decision/summaries/sentiment_significance.csv,97.34206471494608,stuart_maxwell
fiqasa,2,0.20369776927697789,0.008965345957913463,0.08098891730605284,positive|negative|neutral,T,qwen-3b_newlayout,0,1173,1173,7.285162083938075e-22,decision,run-002,qwen-3b_newlayout/decision/summaries/sentiment_significance.csv,97.34206471494608,stuart_maxwell
imdb_sklearn,2,0.06840583160933822,7.443620140060864e-05,0.010099999999999998,positive|negative|neutral,F,qwen-3b_newlayout,0,10000,10000,4.762196308729068e-21,decision,run-001,qwen-3b_newlayout/decision/summaries/sentiment_significance.csv,93.5871559633027,stuart_maxwell
imdb_sklearn,2,0.06840583160933822,7.443620140060864e-05,0.010099999999999998,positive|negative|neutral,F,qwen-3b_newlayout,0,10000,10000,4.762196308729068e-21,decision,run-002,qwen-3b_newlayout/decision/summaries/sentiment_significance.csv,93.5871559633027,stuart_maxwell
imdb_sklearn,2,0.07484540642140514,0.00031392643580441064,0.011399999999999948,positive|negative|neutral,T,qwen-3b_newlayout,0,10000,10000,4.693969975249699e-25,decision,run-001,qwen-3b_newlayout/decision/summaries/sentiment_significance.csv,112.03669724770629,stuart_maxwell
imdb_sklearn,2,0.07484540642140514,0.00031392643580441064,0.011399999999999948,positive|negative|neutral,T,qwen-3b_newlayout,0,10000,10000,4.693969975249699e-25,decision,run-002,qwen-3b_newlayout/decision/summaries/sentiment_significance.csv,112.03669724770629,stuart_maxwell
sst2,2,0.1686926436039242,0.0027341792050141764,0.05689999999999999,positive|negative|neutral,F,qwen-3b_newlayout,0,10000,10000,2.581760344799719e-124,decision,run-001,qwen-3b_newlayout/decision/summaries/sentiment_significance.csv,569.1441601216118,stuart_maxwell
sst2,2,0.1686926436039242,0.0027341792050141764,0.05689999999999999,positive|negative|neutral,F,qwen-3b_newlayout,0,10000,10000,2.581760344799719e-124,decision,run-002,qwen-3b_newlayout/decision/summaries/sentiment_significance.csv,569.1441601216118,stuart_maxwell
sst2,2,0.16391168933663056,0.0026199313391118673,0.05360000000000001,positive|negative|neutral,T,qwen-3b_newlayout,0,10000,10000,2.079311581343535e-117,decision,run-001,qwen-3b_newlayout/decision/summaries/sentiment_significance.csv,537.3408380237618,stuart_maxwell
sst2,2,0.16391168933663056,0.0026199313391118673,0.05360000000000001,positive|negative|neutral,T,qwen-3b_newlayout,0,10000,10000,2.079311581343535e-117,decision,run-002,qwen-3b_newlayout/decision/summaries/sentiment_significance.csv,537.3408380237618,stuart_maxwell
imdb,2,0.07810249675906657,0.0001076328554367673,0.012199999999999989,positive|negative|neutral,E,qwen-3b_newlayout,0,10000,10000,3.2213402859924316e-27,energy,run-001,qwen-3b_newlayout/energy/summaries/sentiment_significance.csv,122.00000000000006,stuart_maxwell
imdb,2,0.07810249675906657,0.0001076328554367673,0.012199999999999989,positive|negative|neutral,E,qwen-3b_newlayout,0,10000,10000,3.2213402859924316e-27,energy,run-002,qwen-3b_newlayout/energy/summaries/sentiment_significance.csv,122.00000000000006,stuart_maxwell
imdb,2,0.08306623862918074,0.00013816758577220572,0.013799999999999979,positive|negative|neutral,I,qwen-3b_newlayout,0,10000,10000,1.0806392777073147e-30,energy,run-001,qwen-3b_newlayout/energy/summaries/sentiment_significance.csv,137.99999999999994,stuart_maxwell
imdb,2,0.08306623862918074,0.00013816758577220572,0.013799999999999979,positive|negative|neutral,I,qwen-3b_newlayout,0,10000,10000,1.0806392777073147e-30,energy,run-002,qwen-3b_newlayout/energy/summaries/sentiment_significance.csv,137.99999999999994,stuart_maxwell
mental,1,0.19997820563787655,0.0018467036436898877,0.05055595804327964,normal|depression,E,qwen-3b_newlayout,0,31747,31747,1.176734e-317,energy,run-001,qwen-3b_newlayout/energy/summaries/sentiment_significance.csv,2029.0,mcnemar_exact
mental,1,0.19997820563787655,0.0018467036436898877,0.05055595804327964,normal|depression,E,qwen-3b_newlayout,0,31747,31747,1.176734e-317,energy,run-002,qwen-3b_newlayout/energy/summaries/sentiment_significance.csv,2029.0,mcnemar_exact
mental,1,0.2341855356033719,0.0028769046519054736,0.06306107663716257,normal|depression,I,qwen-3b_newlayout,0,31747,31747,0.0,energy,run-001,qwen-3b_newlayout/energy/summaries/sentiment_significance.csv,2302.0,mcnemar_exact
mental,1,0.2341855356033719,0.0028769046519054736,0.06306107663716257,normal|depression,I,qwen-3b_newlayout,0,31747,31747,0.0,energy,run-002,qwen-3b_newlayout/energy/summaries/sentiment_significance.csv,2302.0,mcnemar_exact
news,2,0.056152417069670627,0.00011610179848583774,0.010057832537088265,neutral|bearish|bullish,E,qwen-3b_newlayout,0,11931,11931,4.5923080910016624e-17,energy,run-001,qwen-3b_newlayout/energy/summaries/sentiment_significance.csv,75.23912766228796,stuart_maxwell
news,2,0.056152417069670627,0.00011610179848583774,0.010057832537088265,neutral|bearish|bullish,E,qwen-3b_newlayout,0,11931,11931,4.5923080910016624e-17,energy,run-002,qwen-3b_newlayout/energy/summaries/sentiment_significance.csv,75.23912766228796,stuart_maxwell
news,2,0.22488583885049257,0.008039773724585274,0.10099740172659463,neutral|bearish|bullish,I,qwen-3b_newlayout,0,11931,11931,8.897536735397802e-263,energy,run-001,qwen-3b_newlayout/energy/summaries/sentiment_significance.csv,1206.7882099806156,stuart_maxwell
news,2,0.22488583885049257,0.008039773724585274,0.10099740172659463,neutral|bearish|bullish,I,qwen-3b_newlayout,0,11931,11931,8.897536735397802e-263,energy,run-002,qwen-3b_newlayout/energy/summaries/sentiment_significance.csv,1206.7882099806156,stuart_maxwell
fiqasa,2,0.18809848244901925,0.0055691886323185145,0.06990622335890881,positive|negative|neutral,E,qwen-3b_newlayout,0,1173,1173,9.460809053455215e-19,energy,run-001,qwen-3b_newlayout/energy/summaries/sentiment_significance.csv,83.00391772771792,stuart_maxwell
fiqasa,2,0.18809848244901925,0.0055691886323185145,0.06990622335890881,positive|negative|neutral,E,qwen-3b_newlayout,0,1173,1173,9.460809053455215e-19,energy,run-002,qwen-3b_newlayout/energy/summaries/sentiment_significance.csv,83.00391772771792,stuart_maxwell
fiqasa,2,0.160016909252192,0.003415396425916345,0.05029838022165389,positive|negative|neutral,I,qwen-3b_newlayout,0,1173,1173,9.03443971710817e-14,energy,run-001,qwen-3b_newlayout/energy/summaries/sentiment_significance.csv,60.0702947845805,stuart_maxwell
fiqasa,2,0.160016909252192,0.003415396425916345,0.05029838022165389,positive|negative|neutral,I,qwen-3b_newlayout,0,1173,1173,9.03443971710817e-14,energy,run-002,qwen-3b_newlayout/energy/summaries/sentiment_significance.csv,60.0702947845805,stuart_maxwell
imdb_sklearn,2,0.11008671113929076,0.0004620330414819244,0.0252,positive|negative|neutral,E,qwen-3b_newlayout,0,10000,10000,2.3307036880690666e-53,energy,run-001,qwen-3b_newlayout/energy/summaries/sentiment_significance.csv,242.38167938931292,stuart_maxwell
imdb_sklearn,2,0.11008671113929076,0.0004620330414819244,0.0252,positive|negative|neutral,E,qwen-3b_newlayout,0,10000,10000,2.3307036880690666e-53,energy,run-002,qwen-3b_newlayout/energy/summaries/sentiment_significance.csv,242.38167938931292,stuart_maxwell
imdb_sklearn,2,0.003307189138830738,3.584198479609753e-07,0.0006999999999999507,positive|negative|neutral,I,qwen-3b_newlayout,0,10000,10000,0.8963942066351505,energy,run-001,qwen-3b_newlayout/energy/summaries/sentiment_significance.csv,0.21875,stuart_maxwell
imdb_sklearn,2,0.003307189138830738,3.584198479609753e-07,0.0006999999999999507,positive|negative|neutral,I,qwen-3b_newlayout,0,10000,10000,0.8963942066351505,energy,run-002,qwen-3b_newlayout/energy/summaries/sentiment_significance.csv,0.21875,stuart_maxwell
sst2,2,0.15000000000000105,0.0016601436334464856,0.04499999999999998,positive|negative|neutral,E,qwen-3b_newlayout,0,10000,10000,1.9219477278177058e-98,energy,run-001,qwen-3b_newlayout/energy/summaries/sentiment_significance.csv,450.00000000000637,stuart_maxwell
sst2,2,0.15000000000000105,0.0016601436334464856,0.04499999999999998,positive|negative|neutral,E,qwen-3b_newlayout,0,10000,10000,1.9219477278177058e-98,energy,run-002,qwen-3b_newlayout/energy/summaries/sentiment_significance.csv,450.00000000000637,stuart_maxwell
sst2,2,0.15315750732864553,0.0019397749218304674,0.046900000000000025,positive|negative|neutral,I,qwen-3b_newlayout,0,10000,10000,1.338378724241388e-102,energy,run-001,qwen-3b_newlayout/energy/summaries/sentiment_significance.csv,469.1444410224822,stuart_maxwell
sst2,2,0.15315750732864553,0.0019397749218304674,0.046900000000000025,positive|negative|neutral,I,qwen-3b_newlayout,0,10000,10000,1.338378724241388e-102,energy,run-002,qwen-3b_newlayout/energy/summaries/sentiment_significance.csv,469.1444410224822,stuart_maxwell
imdb,2,0.011785113019775794,7.240240994328055e-07,0.0010000000000000009,positive|negative|neutral,J,qwen-3b_newlayout,0,10000,10000,0.24935220877729608,execution,run-001,qwen-3b_newlayout/execution/summaries/sentiment_significance.csv,2.7777777777777786,stuart_maxwell
imdb,2,0.011785113019775794,7.240240994328055e-07,0.0010000000000000009,positive|negative|neutral,J,qwen-3b_newlayout,0,10000,10000,0.24935220877729608,execution,run-002,qwen-3b_newlayout/execution/summaries/sentiment_significance.csv,2.7777777777777786,stuart_maxwell
imdb,2,0.019050019050028576,1.6289555698713234e-06,0.001500000000000029,positive|negative|neutral,P,qwen-3b_newlayout,0,10000,10000,0.026541857653049544,execution,run-001,qwen-3b_newlayout/execution/summaries/sentiment_significance.csv,7.258064516129033,stuart_maxwell
imdb,2,0.019050019050028576,1.6289555698713234e-06,0.001500000000000029,positive|negative|neutral,P,qwen-3b_newlayout,0,10000,10000,0.026541857653049544,execution,run-002,qwen-3b_newlayout/execution/summaries/sentiment_significance.csv,7.258064516129033,stuart_maxwell
mental,1,0.2299393459424091,0.002751400301849956,0.061675118908873255,normal|depression,J,qwen-3b_newlayout,0,31747,31747,0.0,execution,run-001,qwen-3b_newlayout/execution/summaries/sentiment_significance.csv,2284.0,mcnemar_exact
mental,1,0.2299393459424091,0.002751400301849956,0.061675118908873255,normal|depression,J,qwen-3b_newlayout,0,31747,31747,0.0,execution,run-002,qwen-3b_newlayout/execution/summaries/sentiment_significance.csv,2284.0,mcnemar_exact
mental,1,0.2104916265998905,0.0021637737802552015,0.05471383122814749,normal|depression,P,qwen-3b_newlayout,0,31747,31747,0.0,execution,run-001,qwen-3b_newlayout/execution/summaries/sentiment_significance.csv,2145.0,mcnemar_exact
mental,1,0.2104916265998905,0.0021637737802552015,0.05471383122814749,normal|depression,P,qwen-3b_newlayout,0,31747,31747,0.0,execution,run-002,qwen-3b_newlayout/execution/summaries/sentiment_significance.csv,2145.0,mcnemar_exact
news,2,0.052062869267563004,9.070942747830234e-05,0.01106361579079708,neutral|bearish|bullish,J,qwen-3b_newlayout,0,11931,11931,9.018657986708463e-15,execution,run-001,qwen-3b_newlayout/execution/summaries/sentiment_significance.csv,64.67896170773331,stuart_maxwell
news,2,0.052062869267563004,9.070942747830234e-05,0.01106361579079708,neutral|bearish|bullish,J,qwen-3b_newlayout,0,11931,11931,9.018657986708463e-15,execution,run-002,qwen-3b_newlayout/execution/summaries/sentiment_significance.csv,64.67896170773331,stuart_maxwell
news,2,0.21903622962080907,0.007006667672769761,0.09529796328891126,neutral|bearish|bullish,P,qwen-3b_newlayout,0,11931,11931,2.538703555963137e-249,execution,run-001,qwen-3b_newlayout/execution/summaries/sentiment_significance.csv,1144.8240692316583,stuart_maxwell
news,2,0.21903622962080907,0.007006667672769761,0.09529796328891126,neutral|bearish|bullish,P,qwen-3b_newlayout,0,11931,11931,2.538703555963137e-249,execution,run-002,qwen-3b_newlayout/execution/summaries/sentiment_significance.csv,1144.8240692316583,stuart_maxwell
fiqasa,2,0.1843519196904492,0.0074551751457056885,0.062233589087809044,positive|negative|neutral,J,qwen-3b_newlayout,0,1173,1173,4.8616959578230376e-18,execution,run-001,qwen-3b_newlayout/execution/summaries/sentiment_significance.csv,79.7302886686773,stuart_maxwell
fiqasa,2,0.1843519196904492,0.0074551751457056885,0.062233589087809044,positive|negative|neutral,J,qwen-3b_newlayout,0,1173,1173,4.8616959578230376e-18,execution,run-002,qwen-3b_newlayout/execution/summaries/sentiment_significance.csv,79.7302886686773,stuart_maxwell
fiqasa,2,0.14855661091689892,0.0028520222188987195,0.0434782608695652,positive|negative|neutral,P,qwen-3b_newlayout,0,1173,1173,5.7202124073982465e-12,execution,run-001,qwen-3b_newlayout/execution/summaries/sentiment_significance.csv,51.77403035413153,stuart_maxwell
fiqasa,2,0.14855661091689892,0.0028520222188987195,0.0434782608695652,positive|negative|neutral,P,qwen-3b_newlayout,0,1173,1173,5.7202124073982465e-12,execution,run-002,qwen-3b_newlayout/execution/summaries/sentiment_significance.csv,51.77403035413153,stuart_maxwell
imdb_sklearn,2,0.07330240953231511,0.00014495067291008228,0.014100000000000001,positive|negative|neutral,J,qwen-3b_newlayout,0,10000,10000,4.6163751585747785e-24,execution,run-001,qwen-3b_newlayout/execution/summaries/sentiment_significance.csv,107.46486486486482,stuart_maxwell
imdb_sklearn,2,0.07330240953231511,0.00014495067291008228,0.014100000000000001,positive|negative|neutral,J,qwen-3b_newlayout,0,10000,10000,4.6163751585747785e-24,execution,run-002,qwen-3b_newlayout/execution/summaries/sentiment_significance.csv,107.46486486486482,stuart_maxwell
imdb_sklearn,2,0.06810365708321474,0.0001251448243301265,0.0131,positive|negative|neutral,P,qwen-3b_newlayout,0,10000,10000,7.19370164597518e-21,execution,run-001,qwen-3b_newlayout/execution/summaries/sentiment_significance.csv,92.76216216216211,stuart_maxwell
imdb_sklearn,2,0.06810365708321474,0.0001251448243301265,0.0131,positive|negative|neutral,P,qwen-3b_newlayout,0,10000,10000,7.19370164597518e-21,execution,run-002,qwen-3b_newlayout/execution/summaries/sentiment_significance.csv,92.76216216216211,stuart_maxwell
sst2,2,0.07928576091618202,0.0003040228775352806,0.012799999999999988,positive|negative|neutral,J,qwen-3b_newlayout,0,10000,10000,5.003130233524603e-28,execution,run-001,qwen-3b_newlayout/execution/summaries/sentiment_significance.csv,125.72463768115949,stuart_maxwell
sst2,2,0.07928576091618202,0.0003040228775352806,0.012799999999999988,positive|negative|neutral,J,qwen-3b_newlayout,0,10000,10000,5.003130233524603e-28,execution,run-002,qwen-3b_newlayout/execution/summaries/sentiment_significance.csv,125.72463768115949,stuart_maxwell
sst2,2,0.08471533272151023,0.0002690286846708256,0.014000000000000007,positive|negative|neutral,P,qwen-3b_newlayout,0,10000,10000,6.79268973299643e-32,execution,run-001,qwen-3b_newlayout/execution/summaries/sentiment_significance.csv,143.53375196232363,stuart_maxwell
sst2,2,0.08471533272151023,0.0002690286846708256,0.014000000000000007,positive|negative|neutral,P,qwen-3b_newlayout,0,10000,10000,6.79268973299643e-32,execution,run-002,qwen-3b_newlayout/execution/summaries/sentiment_significance.csv,143.53375196232363,stuart_maxwell
imdb,2,0.063116433759571,5.475387694647881e-05,0.008700000000000013,positive|negative|neutral,N,qwen-3b_newlayout,0,10000,10000,5.001258439318258e-18,information,run-001,qwen-3b_newlayout/information/summaries/sentiment_significance.csv,79.67368421052629,stuart_maxwell
imdb,2,0.063116433759571,5.475387694647881e-05,0.008700000000000013,positive|negative|neutral,N,qwen-3b_newlayout,0,10000,10000,5.001258439318258e-18,information,run-002,qwen-3b_newlayout/information/summaries/sentiment_significance.csv,79.67368421052629,stuart_maxwell
imdb,2,0.0626099033699941,5.11509685238885e-05,0.00839999999999999,positive|negative|neutral,S,qwen-3b_newlayout,0,10000,10000,9.454886273886723e-18,information,run-001,qwen-3b_newlayout/information/summaries/sentiment_significance.csv,78.39999999999996,stuart_maxwell
imdb,2,0.0626099033699941,5.11509685238885e-05,0.00839999999999999,positive|negative|neutral,S,qwen-3b_newlayout,0,10000,10000,9.454886273886723e-18,information,run-002,qwen-3b_newlayout/information/summaries/sentiment_significance.csv,78.39999999999996,stuart_maxwell
mental,1,0.3157414092075467,0.007928218185934338,0.10432810432810433,normal|depression,N,qwen-3b_newlayout,1,31747,31746,0.0,information,run-001,qwen-3b_newlayout/information/summaries/sentiment_significance.csv,3466.0,mcnemar_exact
mental,1,0.3157513555418498,0.007929137261918066,0.10433467741935484,normal|depression,N,qwen-3b_newlayout,3,31747,31744,0.0,information,run-002,qwen-3b_newlayout/information/summaries/sentiment_significance.csv,3466.0,mcnemar_exact
mental,1,0.07714012023809605,0.0001972775813690996,0.016536995621633493,normal|depression,S,qwen-3b_newlayout,0,31747,31747,9.315593019970916e-44,information,run-001,qwen-3b_newlayout/information/summaries/sentiment_significance.csv,1459.0,mcnemar_exact
mental,1,0.0771425501925859,0.00019730242619529076,0.01653803748621835,normal|depression,S,qwen-3b_newlayout,2,31747,31745,9.315593019970916e-44,information,run-002,qwen-3b_newlayout/information/summaries/sentiment_significance.csv,1459.0,mcnemar_exact
news,2,0.14517755526298565,0.0020017909162854536,0.03612438186237535,neutral|bearish|bullish,N,qwen-3b_newlayout,0,11931,11931,6.174140359554847e-110,information,run-001,qwen-3b_newlayout/information/summaries/sentiment_significance.csv,502.92798113909913,stuart_maxwell
news,2,0.14517755526298565,0.0020017909162854536,0.03612438186237535,neutral|bearish|bullish,N,qwen-3b_newlayout,0,11931,11931,6.174140359554847e-110,information,run-002,qwen-3b_newlayout/information/summaries/sentiment_significance.csv,502.92798113909913,stuart_maxwell
news,2,0.1790994784201237,0.00342915533367405,0.06219093118766239,neutral|bearish|bullish,S,qwen-3b_newlayout,0,11931,11931,6.2060181116797184e-167,information,run-001,qwen-3b_newlayout/information/summaries/sentiment_significance.csv,765.4123820911386,stuart_maxwell
news,2,0.1790994784201237,0.00342915533367405,0.06219093118766239,neutral|bearish|bullish,S,qwen-3b_newlayout,0,11931,11931,6.2060181116797184e-167,information,run-002,qwen-3b_newlayout/information/summaries/sentiment_significance.csv,765.4123820911386,stuart_maxwell
fiqasa,2,0.0667426584704082,9.359468549020292e-05,0.01108269394714409,positive|negative|neutral,N,qwen-3b_newlayout,0,1173,1173,0.005379148303579953,information,run-001,qwen-3b_newlayout/information/summaries/sentiment_significance.csv,10.450450450450454,stuart_maxwell
fiqasa,2,0.0667426584704082,9.359468549020292e-05,0.01108269394714409,positive|negative|neutral,N,qwen-3b_newlayout,0,1173,1173,0.005379148303579953,information,run-002,qwen-3b_newlayout/information/summaries/sentiment_significance.csv,10.450450450450454,stuart_maxwell
fiqasa,2,0.09976204606371492,0.000670865271435968,0.019607843137254895,positive|negative|neutral,S,qwen-3b_newlayout,0,1173,1173,8.510222889491018e-06,information,run-001,qwen-3b_newlayout/information/summaries/sentiment_significance.csv,23.34848484848485,stuart_maxwell
fiqasa,2,0.09976204606371492,0.000670865271435968,0.019607843137254895,positive|negative|neutral,S,qwen-3b_newlayout,0,1173,1173,8.510222889491018e-06,information,run-002,qwen-3b_newlayout/information/summaries/sentiment_significance.csv,23.34848484848485,stuart_maxwell
imdb_sklearn,2,0.08604780852591741,0.00023911078792191923,0.017700000000000028,positive|negative|neutral,N,qwen-3b_newlayout,0,10000,10000,6.980039303791045e-33,information,run-001,qwen-3b_newlayout/information/summaries/sentiment_significance.csv,148.0845070422589,stuart_maxwell
imdb_sklearn,2,0.08604780852591741,0.00023911078792191923,0.017700000000000028,positive|negative|neutral,N,qwen-3b_newlayout,0,10000,10000,6.980039303791045e-33,information,run-002,qwen-3b_newlayout/information/summaries/sentiment_significance.csv,148.0845070422589,stuart_maxwell
imdb_sklearn,2,0.05292607666021746,0.00011803112716083142,0.009700000000000047,positive|negative|neutral,S,qwen-3b_newlayout,0,10000,10000,6.834001016881112e-13,information,run-001,qwen-3b_newlayout/information/summaries/sentiment_significance.csv,56.023391812864304,stuart_maxwell
imdb_sklearn,2,0.05292607666021746,0.00011803112716083142,0.009700000000000047,positive|negative|neutral,S,qwen-3b_newlayout,0,10000,10000,6.834001016881112e-13,information,run-002,qwen-3b_newlayout/information/summaries/sentiment_significance.csv,56.023391812864304,stuart_maxwell
sst2,2,0.004351836405071063,2.3600591412587554e-06,0.0005999999999999671,positive|negative|neutral,N,qwen-3b_newlayout,0,10000,10000,0.8274680349261799,information,run-001,qwen-3b_newlayout/information/summaries/sentiment_significance.csv,0.3787696019300367,stuart_maxwell
