model_root,dimension,dataset,model,statistic,df,p_value,effect_cramers_v,effect_tv,effect_js,n_total,n_used,n_dropped,test,labels,p_value_clamped,neg_log10_p,significant,conclusion
qwen-3b_newlayout,decision,fiqasa,F,85.83779705771406,2.0,2.293819284244738e-19,0.1912825169830568,0.0707587382779198,0.0071628121337105,1173.0,1173.0,0.0,stuart_maxwell,positive|negative|neutral,2.293819284244738e-19,18.6394408004482,True,显著差异
qwen-3b_newlayout,decision,fiqasa,T,97.34206471494608,2.0,7.285162083938075e-22,0.2036977692769778,0.0809889173060528,0.0089653459579134,1173.0,1173.0,0.0,stuart_maxwell,positive|negative|neutral,7.285162083938075e-22,21.137560781385158,True,显著差异
qwen-3b_newlayout,decision,imdb,F,159.99999999999994,2.0,1.80485138784546e-35,0.0894427190999915,0.0159999999999999,0.0001850611196601,10000.0,10000.0,0.0,stuart_maxwell,positive|negative|neutral,1.80485138784546e-35,34.74355855226013,True,显著差异
qwen-3b_newlayout,decision,imdb,T,125.99999999999994,2.0,4.359610000063195e-28,0.0793725393319377,0.0125999999999999,0.0001151617090095,10000.0,10000.0,0.0,stuart_maxwell,positive|negative|neutral,4.359610000063195e-28,27.360552359904855,True,显著差异
qwen-3b_newlayout,decision,imdb_sklearn,F,93.5871559633027,2.0,4.7621963087290676e-21,0.0684058316093382,0.0100999999999999,7.443620140060864e-05,10000.0,10000.0,0.0,stuart_maxwell,positive|negative|neutral,4.7621963087290676e-21,20.322192705940687,True,显著差异
qwen-3b_newlayout,decision,imdb_sklearn,T,112.03669724770629,2.0,4.693969975249699e-25,0.0748454064214051,0.0113999999999999,0.0003139264358044,10000.0,10000.0,0.0,stuart_maxwell,positive|negative|neutral,4.693969975249699e-25,24.32845969267204,True,显著差异
qwen-3b_newlayout,decision,mental,F,1807.0,1.0,0.0,0.238576536938775,0.0569187639776986,0.0023421962038382,31747.0,31747.0,0.0,mcnemar_exact,normal|depression,1e-300,300.0,True,显著差异
qwen-3b_newlayout,decision,mental,T,1174.0,1.0,0.0,0.1916463124824113,0.0368538759567833,0.0009827006626798,31747.0,31747.0,0.0,mcnemar_exact,normal|depression,1e-300,300.0,True,显著差异
qwen-3b_newlayout,decision,news,F,873.0388507408745,2.0,2.642544552051358e-190,0.1912772699416969,0.0733383622496018,0.0051542165711713,11931.0,11931.0,0.0,stuart_maxwell,neutral|bearish|bullish,2.642544552051358e-190,189.57797768195925,True,显著差异
qwen-3b_newlayout,decision,news,T,520.0259765412222,2.0,1.1961729327975912e-113,0.1476247239199704,0.0418238203000587,0.0017728731666684,11931.0,11931.0,0.0,stuart_maxwell,neutral|bearish|bullish,1.1961729327975912e-113,112.92220602910135,True,显著差异
qwen-3b_newlayout,decision,sst2,F,569.1441601216118,2.0,2.581760344799719e-124,0.1686926436039242,0.0568999999999999,0.0027341792050141,10000.0,10000.0,0.0,stuart_maxwell,positive|negative|neutral,2.581760344799719e-124,123.5880840741384,True,显著差异
qwen-3b_newlayout,decision,sst2,T,537.3408380237618,2.0,2.079311581343535e-117,0.1639116893366305,0.0536,0.0026199313391118,10000.0,10000.0,0.0,stuart_maxwell,positive|negative|neutral,2.079311581343535e-117,116.68208042749438,True,显著差异
qwen-3b_newlayout,energy,fiqasa,E,83.00391772771792,2.0,9.460809053455217e-19,0.1880984824490192,0.0699062233589088,0.0055691886323185,1173.0,1173.0,0.0,stuart_maxwell,positive|negative|neutral,9.460809053455217e-19,18.024071722749696,True,显著差异
qwen-3b_newlayout,energy,fiqasa,I,60.0702947845805,2.0,9.034439717108171e-14,0.160016909252192,0.0502983802216538,0.0034153964259163,1173.0,1173.0,0.0,stuart_maxwell,positive|negative|neutral,9.034439717108171e-14,13.044098775622498,True,显著差异
qwen-3b_newlayout,energy,imdb,E,122.00000000000006,2.0,3.221340285992432e-27,0.0781024967590665,0.0121999999999999,0.0001076328554367,10000.0,10000.0,0.0,stuart_maxwell,positive|negative|neutral,3.221340285992432e-27,26.491963396098374,True,显著差异
qwen-3b_newlayout,energy,imdb,I,137.99999999999994,2.0,1.0806392777073147e-30,0.0830662386291807,0.0137999999999999,0.0001381675857722,10000.0,10000.0,0.0,stuart_maxwell,positive|negative|neutral,1.0806392777073147e-30,29.96631925132436,True,显著差异
qwen-3b_newlayout,energy,imdb_sklearn,E,242.3816793893129,2.0,2.330703688069066e-53,0.1100867111392907,0.0252,0.0004620330414819,10000.0,10000.0,0.0,stuart_maxwell,positive|negative|neutral,2.330703688069066e-53,52.63251293661087,True,显著差异
qwen-3b_newlayout,energy,imdb_sklearn,I,0.21875,2.0,0.8963942066351505,0.0033071891388307,0.0006999999999999,3.584198479609753e-07,10000.0,10000.0,0.0,stuart_maxwell,positive|negative|neutral,0.8963942066351505,0.047500958958168145,False,不显著
qwen-3b_newlayout,energy,mental,E,2029.0,1.0,1.176734e-317,0.1999782056378765,0.0505559580432796,0.0018467036436898,31747.0,31747.0,0.0,mcnemar_exact,normal|depression,1e-300,300.0,True,显著差异
qwen-3b_newlayout,energy,mental,I,2302.0,1.0,0.0,0.2341855356033719,0.0630610766371625,0.0028769046519054,31747.0,31747.0,0.0,mcnemar_exact,normal|depression,1e-300,300.0,True,显著差异
qwen-3b_newlayout,energy,news,E,75.23912766228796,2.0,4.5923080910016624e-17,0.0561524170696706,0.0100578325370882,0.0001161017984858,11931.0,11931.0,0.0,stuart_maxwell,neutral|bearish|bullish,4.5923080910016624e-17,16.337968983472987,True,显著差异
qwen-3b_newlayout,energy,news,I,1206.7882099806156,2.0,8.897536735397803e-263,0.2248858388504925,0.1009974017265946,0.0080397737245852,11931.0,11931.0,0.0,stuart_maxwell,neutral|bearish|bullish,8.897536735397803e-263,262.0507302102421,True,显著差异
qwen-3b_newlayout,energy,sst2,E,450.0000000000064,2.0,1.9219477278177054e-98,0.150000000000001,0.0449999999999999,0.0016601436334464,10000.0,10000.0,0.0,stuart_maxwell,positive|negative|neutral,1.9219477278177054e-98,97.71625842823305,True,显著差异
qwen-3b_newlayout,energy,sst2,I,469.1444410224822,2.0,1.3383787242413879e-102,0.1531575073286455,0.0469,0.0019397749218304,10000.0,10000.0,0.0,stuart_maxwell,positive|negative|neutral,1.3383787242413879e-102,101.8734209758248,True,显著差异
qwen-3b_newlayout,execution,fiqasa,J,79.7302886686773,2.0,4.8616959578230376e-18,0.1843519196904492,0.062233589087809,0.0074551751457056,1173.0,1173.0,0.0,stuart_maxwell,positive|negative|neutral,4.8616959578230376e-18,17.31321220467996,True,显著差异
qwen-3b_newlayout,execution,fiqasa,P,51.77403035413153,2.0,5.720212407398247e-12,0.1485566109168989,0.0434782608695652,0.0028520222188987,1173.0,1173.0,0.0,stuart_maxwell,positive|negative|neutral,5.720212407398247e-12,11.242587844345394,True,显著差异
qwen-3b_newlayout,execution,imdb,J,2.7777777777777786,2.0,0.249352208777296,0.0117851130197757,0.001,7.240240994328055e-07,10000.0,10000.0,0.0,stuart_maxwell,positive|negative|neutral,0.249352208777296,0.6031867804211835,False,不显著
qwen-3b_newlayout,execution,imdb,P,7.258064516129033,2.0,0.0265418576530495,0.0190500190500285,0.0015,1.6289555698713234e-06,10000.0,10000.0,0.0,stuart_maxwell,positive|negative|neutral,0.0265418576530495,1.5760686843263179,True,显著差异
qwen-3b_newlayout,execution,imdb_sklearn,J,107.46486486486482,2.0,4.6163751585747785e-24,0.0733024095323151,0.0141,0.00014495067291,10000.0,10000.0,0.0,stuart_maxwell,positive|negative|neutral,4.6163751585747785e-24,23.33569890464472,True,显著差异
qwen-3b_newlayout,execution,imdb_sklearn,P,92.76216216216211,2.0,7.193701645975181e-21,0.0681036570832147,0.0131,0.0001251448243301,10000.0,10000.0,0.0,stuart_maxwell,positive|negative|neutral,7.193701645975181e-21,20.143047578220813,True,显著差异
qwen-3b_newlayout,execution,mental,J,2284.0,1.0,0.0,0.2299393459424091,0.0616751189088732,0.0027514003018499,31747.0,31747.0,0.0,mcnemar_exact,normal|depression,1e-300,300.0,True,显著差异
qwen-3b_newlayout,execution,mental,P,2145.0,1.0,0.0,0.2104916265998905,0.0547138312281474,0.0021637737802552,31747.0,31747.0,0.0,mcnemar_exact,normal|depression,1e-300,300.0,True,显著差异
qwen-3b_newlayout,execution,news,J,64.67896170773331,2.0,9.018657986708465e-15,0.052062869267563,0.011063615790797,9.070942747830234e-05,11931.0,11931.0,0.0,stuart_maxwell,neutral|bearish|bullish,9.018657986708465e-15,14.044858082450151,True,显著差异
qwen-3b_newlayout,execution,news,P,1144.8240692316583,2.0,2.538703555963137e-249,0.219036229620809,0.0952979632889112,0.0070066676727697,11931.0,11931.0,0.0,stuart_maxwell,neutral|bearish|bullish,2.538703555963137e-249,248.59538800866775,True,显著差异
qwen-3b_newlayout,execution,sst2,J,125.72463768115948,2.0,5.003130233524603e-28,0.079285760916182,0.0127999999999999,0.0003040228775352,10000.0,10000.0,0.0,stuart_maxwell,positive|negative|neutral,5.003130233524603e-28,27.300758192106606,True,显著差异
qwen-3b_newlayout,execution,sst2,P,143.53375196232363,2.0,6.79268973299643e-32,0.0847153327215102,0.014,0.0002690286846708,10000.0,10000.0,0.0,stuart_maxwell,positive|negative|neutral,6.79268973299643e-32,31.1679582220536,True,显著差异
qwen-3b_newlayout,information,fiqasa,N,10.450450450450454,2.0,0.0053791483035799,0.0667426584704082,0.011082693947144,9.359468549020292e-05,1173.0,1173.0,0.0,stuart_maxwell,positive|negative|neutral,0.0053791483035799,2.2692864820169967,True,显著差异
qwen-3b_newlayout,information,fiqasa,S,23.34848484848485,2.0,8.510222889491018e-06,0.0997620460637149,0.0196078431372548,0.0006708652714359,1173.0,1173.0,0.0,stuart_maxwell,positive|negative|neutral,8.510222889491018e-06,5.070059065249327,True,显著差异
qwen-3b_newlayout,information,imdb,N,79.67368421052629,2.0,5.0012584393182584e-18,0.063116433759571,0.0087,5.475387694647881e-05,10000.0,10000.0,0.0,stuart_maxwell,positive|negative|neutral,5.0012584393182584e-18,17.300920702766906,True,显著差异
qwen-3b_newlayout,information,imdb,S,78.39999999999996,2.0,9.454886273886725e-18,0.0626099033699941,0.0083999999999999,5.11509685238885e-05,10000.0,10000.0,0.0,stuart_maxwell,positive|negative|neutral,9.454886273886725e-18,17.024343690607463,True,显著差异
qwen-3b_newlayout,information,imdb_sklearn,N,148.0845070422589,2.0,6.980039303791045e-33,0.0860478085259174,0.0177,0.0002391107879219,10000.0,10000.0,0.0,stuart_maxwell,positive|negative|neutral,6.980039303791045e-33,32.15614213190814,True,显著差异
qwen-3b_newlayout,information,imdb_sklearn,S,56.023391812864304,2.0,6.834001016881112e-13,0.0529260766602174,0.0097,0.0001180311271608,10000.0,10000.0,0.0,stuart_maxwell,positive|negative|neutral,6.834001016881112e-13,12.165324960915392,True,显著差异
qwen-3b_newlayout,information,mental,N,3466.0,1.0,0.0,0.3157463823746982,0.10433139087372956,0.00792867772392615,31747.0,31745.0,2.0,mcnemar_exact,normal|depression,1e-300,300.0,True,显著差异
qwen-3b_newlayout,information,mental,S,1459.0,1.0,9.315593019970916e-44,0.07714133521534094,0.016537516553925852,0.0001972900037821,31747.0,31746.0,1.0,mcnemar_exact,normal|depression,9.315593019970916e-44,43.030789493198945,True,显著差异
qwen-3b_newlayout,information,news,N,502.92798113909913,2.0,6.174140359554847e-110,0.1451775552629856,0.0361243818623753,0.0020017909162854,11931.0,11931.0,0.0,stuart_maxwell,neutral|bearish|bullish,6.174140359554847e-110,109.20942350172673,True,显著差异
qwen-3b_newlayout,information,news,S,765.4123820911386,2.0,6.2060181116797184e-167,0.1790994784201237,0.0621909311876623,0.003429155333674,11931.0,11931.0,0.0,stuart_maxwell,neutral|bearish|bullish,6.2060181116797184e-167,166.20718696130243,True,显著差异
qwen-3b_newlayout,information,sst2,N,0.3787696019300367,2.0,0.8274680349261799,0.004351836405071,0.0005999999999999,2.3600591412587554e-06,10000.0,10000.0,0.0,stuart_maxwell,positive|negative|neutral,0.8274680349261799,0.08224877401545315,False,不显著
qwen-3b_newlayout,information,sst2,S,24.011834319526603,2.0,6.107963418348283e-06,0.0346495557832467,0.0055999999999999,4.6891559984051936e-05,10000.0,10000.0,0.0,stuart_maxwell,positive|negative|neutral,6.107963418348283e-06,5.214103572672764,True,显著差异
