pair,dataset,run,model,test,statistic,df,p_value,effect_cramers_v,effect_tv,effect_js,n_total,n_used,n_dropped,labels,model_root,dimension
energy,imdb,run-002,I,stuart_maxwell,137.99999999999994,2,1.0806392777073147e-30,0.0830662386291807,0.0137999999999999,0.0001381675857722,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,energy
energy,mental,run-001,E,mcnemar_exact,2029.0,1,1.176734e-317,0.1999782056378765,0.0505559580432796,0.0018467036436898,31747,31747,0,normal|depression,qwen-3b_newlayout,energy
energy,mental,run-002,E,mcnemar_exact,2029.0,1,1.176734e-317,0.1999782056378765,0.0505559580432796,0.0018467036436898,31747,31747,0,normal|depression,qwen-3b_newlayout,energy
energy,mental,run-001,I,mcnemar_exact,2302.0,1,0.0,0.2341855356033719,0.0630610766371625,0.0028769046519054,31747,31747,0,normal|depression,qwen-3b_newlayout,energy
energy,mental,run-002,I,mcnemar_exact,2302.0,1,0.0,0.2341855356033719,0.0630610766371625,0.0028769046519054,31747,31747,0,normal|depression,qwen-3b_newlayout,energy
energy,news,run-001,E,stuart_maxwell,75.23912766228796,2,4.5923080910016624e-17,0.0561524170696706,0.0100578325370882,0.0001161017984858,11931,11931,0,neutral|bearish|bullish,qwen-3b_newlayout,energy
energy,news,run-002,E,stuart_maxwell,75.23912766228796,2,4.5923080910016624e-17,0.0561524170696706,0.0100578325370882,0.0001161017984858,11931,11931,0,neutral|bearish|bullish,qwen-3b_newlayout,energy
energy,news,run-001,I,stuart_maxwell,1206.7882099806156,2,8.897536735397803e-263,0.2248858388504925,0.1009974017265946,0.0080397737245852,11931,11931,0,neutral|bearish|bullish,qwen-3b_newlayout,energy
energy,news,run-002,I,stuart_maxwell,1206.7882099806156,2,8.897536735397803e-263,0.2248858388504925,0.1009974017265946,0.0080397737245852,11931,11931,0,neutral|bearish|bullish,qwen-3b_newlayout,energy
energy,fiqasa,run-001,E,stuart_maxwell,83.00391772771792,2,9.460809053455217e-19,0.1880984824490192,0.0699062233589088,0.0055691886323185,1173,1173,0,positive|negative|neutral,qwen-3b_newlayout,energy
energy,fiqasa,run-002,E,stuart_maxwell,83.00391772771792,2,9.460809053455217e-19,0.1880984824490192,0.0699062233589088,0.0055691886323185,1173,1173,0,positive|negative|neutral,qwen-3b_newlayout,energy
energy,fiqasa,run-001,I,stuart_maxwell,60.0702947845805,2,9.034439717108171e-14,0.160016909252192,0.0502983802216538,0.0034153964259163,1173,1173,0,positive|negative|neutral,qwen-3b_newlayout,energy
energy,fiqasa,run-002,I,stuart_maxwell,60.0702947845805,2,9.034439717108171e-14,0.160016909252192,0.0502983802216538,0.0034153964259163,1173,1173,0,positive|negative|neutral,qwen-3b_newlayout,energy
energy,imdb_sklearn,run-001,E,stuart_maxwell,242.3816793893129,2,2.330703688069066e-53,0.1100867111392907,0.0252,0.0004620330414819,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,energy
energy,imdb_sklearn,run-002,E,stuart_maxwell,242.3816793893129,2,2.330703688069066e-53,0.1100867111392907,0.0252,0.0004620330414819,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,energy
energy,imdb_sklearn,run-001,I,stuart_maxwell,0.21875,2,0.8963942066351505,0.0033071891388307,0.0006999999999999,3.584198479609753e-07,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,energy
energy,imdb_sklearn,run-002,I,stuart_maxwell,0.21875,2,0.8963942066351505,0.0033071891388307,0.0006999999999999,3.584198479609753e-07,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,energy
energy,sst2,run-001,E,stuart_maxwell,450.0000000000064,2,1.9219477278177054e-98,0.150000000000001,0.0449999999999999,0.0016601436334464,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,energy
energy,sst2,run-002,E,stuart_maxwell,450.0000000000064,2,1.9219477278177054e-98,0.150000000000001,0.0449999999999999,0.0016601436334464,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,energy
energy,sst2,run-001,I,stuart_maxwell,469.1444410224822,2,1.3383787242413879e-102,0.1531575073286455,0.0469,0.0019397749218304,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,energy
energy,sst2,run-002,I,stuart_maxwell,469.1444410224822,2,1.3383787242413879e-102,0.1531575073286455,0.0469,0.0019397749218304,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,energy
execution,imdb,run-001,J,stuart_maxwell,2.7777777777777786,2,0.249352208777296,0.0117851130197757,0.001,7.240240994328055e-07,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,execution
execution,imdb,run-002,J,stuart_maxwell,2.7777777777777786,2,0.249352208777296,0.0117851130197757,0.001,7.240240994328055e-07,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,execution
execution,imdb,run-001,P,stuart_maxwell,7.258064516129033,2,0.0265418576530495,0.0190500190500285,0.0015,1.6289555698713234e-06,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,execution
execution,imdb,run-002,P,stuart_maxwell,7.258064516129033,2,0.0265418576530495,0.0190500190500285,0.0015,1.6289555698713234e-06,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,execution
execution,mental,run-001,J,mcnemar_exact,2284.0,1,0.0,0.2299393459424091,0.0616751189088732,0.0027514003018499,31747,31747,0,normal|depression,qwen-3b_newlayout,execution
execution,mental,run-002,J,mcnemar_exact,2284.0,1,0.0,0.2299393459424091,0.0616751189088732,0.0027514003018499,31747,31747,0,normal|depression,qwen-3b_newlayout,execution
execution,mental,run-001,P,mcnemar_exact,2145.0,1,0.0,0.2104916265998905,0.0547138312281474,0.0021637737802552,31747,31747,0,normal|depression,qwen-3b_newlayout,execution
execution,mental,run-002,P,mcnemar_exact,2145.0,1,0.0,0.2104916265998905,0.0547138312281474,0.0021637737802552,31747,31747,0,normal|depression,qwen-3b_newlayout,execution
execution,news,run-001,J,stuart_maxwell,64.67896170773331,2,9.018657986708465e-15,0.052062869267563,0.011063615790797,9.070942747830234e-05,11931,11931,0,neutral|bearish|bullish,qwen-3b_newlayout,execution
execution,news,run-002,J,stuart_maxwell,64.67896170773331,2,9.018657986708465e-15,0.052062869267563,0.011063615790797,9.070942747830234e-05,11931,11931,0,neutral|bearish|bullish,qwen-3b_newlayout,execution
execution,news,run-001,P,stuart_maxwell,1144.8240692316583,2,2.538703555963137e-249,0.219036229620809,0.0952979632889112,0.0070066676727697,11931,11931,0,neutral|bearish|bullish,qwen-3b_newlayout,execution
execution,news,run-002,P,stuart_maxwell,1144.8240692316583,2,2.538703555963137e-249,0.219036229620809,0.0952979632889112,0.0070066676727697,11931,11931,0,neutral|bearish|bullish,qwen-3b_newlayout,execution
execution,fiqasa,run-001,J,stuart_maxwell,79.7302886686773,2,4.8616959578230376e-18,0.1843519196904492,0.062233589087809,0.0074551751457056,1173,1173,0,positive|negative|neutral,qwen-3b_newlayout,execution
execution,fiqasa,run-002,J,stuart_maxwell,79.7302886686773,2,4.8616959578230376e-18,0.1843519196904492,0.062233589087809,0.0074551751457056,1173,1173,0,positive|negative|neutral,qwen-3b_newlayout,execution
execution,fiqasa,run-001,P,stuart_maxwell,51.77403035413153,2,5.720212407398247e-12,0.1485566109168989,0.0434782608695652,0.0028520222188987,1173,1173,0,positive|negative|neutral,qwen-3b_newlayout,execution
execution,fiqasa,run-002,P,stuart_maxwell,51.77403035413153,2,5.720212407398247e-12,0.1485566109168989,0.0434782608695652,0.0028520222188987,1173,1173,0,positive|negative|neutral,qwen-3b_newlayout,execution
execution,imdb_sklearn,run-001,J,stuart_maxwell,107.46486486486482,2,4.6163751585747785e-24,0.0733024095323151,0.0141,0.00014495067291,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,execution
execution,imdb_sklearn,run-002,J,stuart_maxwell,107.46486486486482,2,4.6163751585747785e-24,0.0733024095323151,0.0141,0.00014495067291,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,execution
execution,imdb_sklearn,run-001,P,stuart_maxwell,92.76216216216211,2,7.193701645975181e-21,0.0681036570832147,0.0131,0.0001251448243301,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,execution
execution,imdb_sklearn,run-002,P,stuart_maxwell,92.76216216216211,2,7.193701645975181e-21,0.0681036570832147,0.0131,0.0001251448243301,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,execution
execution,sst2,run-001,J,stuart_maxwell,125.72463768115948,2,5.003130233524603e-28,0.079285760916182,0.0127999999999999,0.0003040228775352,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,execution
execution,sst2,run-002,J,stuart_maxwell,125.72463768115948,2,5.003130233524603e-28,0.079285760916182,0.0127999999999999,0.0003040228775352,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,execution
execution,sst2,run-001,P,stuart_maxwell,143.53375196232363,2,6.79268973299643e-32,0.0847153327215102,0.014,0.0002690286846708,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,execution
execution,sst2,run-002,P,stuart_maxwell,143.53375196232363,2,6.79268973299643e-32,0.0847153327215102,0.014,0.0002690286846708,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,execution
information,imdb,run-001,N,stuart_maxwell,79.67368421052629,2,5.0012584393182584e-18,0.063116433759571,0.0087,5.475387694647881e-05,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,information
information,imdb,run-002,N,stuart_maxwell,79.67368421052629,2,5.0012584393182584e-18,0.063116433759571,0.0087,5.475387694647881e-05,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,information
information,imdb,run-001,S,stuart_maxwell,78.39999999999996,2,9.454886273886725e-18,0.0626099033699941,0.0083999999999999,5.11509685238885e-05,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,information
information,imdb,run-002,S,stuart_maxwell,78.39999999999996,2,9.454886273886725e-18,0.0626099033699941,0.0083999999999999,5.11509685238885e-05,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,information
information,mental,run-001,N,mcnemar_exact,3466.0,1,0.0,0.3157414092075467,0.1043281043281043,0.0079282181859343,31747,31746,1,normal|depression,qwen-3b_newlayout,information
information,mental,run-002,N,mcnemar_exact,3466.0,1,0.0,0.3157513555418498,0.1043346774193548,0.007929137261918,31747,31744,3,normal|depression,qwen-3b_newlayout,information
information,mental,run-001,S,mcnemar_exact,1459.0,1,9.315593019970916e-44,0.077140120238096,0.0165369956216334,0.000197277581369,31747,31747,0,normal|depression,qwen-3b_newlayout,information
information,mental,run-002,S,mcnemar_exact,1459.0,1,9.315593019970916e-44,0.0771425501925859,0.0165380374862183,0.0001973024261952,31747,31745,2,normal|depression,qwen-3b_newlayout,information
information,news,run-001,N,stuart_maxwell,502.92798113909913,2,6.174140359554847e-110,0.1451775552629856,0.0361243818623753,0.0020017909162854,11931,11931,0,neutral|bearish|bullish,qwen-3b_newlayout,information
information,news,run-002,N,stuart_maxwell,502.92798113909913,2,6.174140359554847e-110,0.1451775552629856,0.0361243818623753,0.0020017909162854,11931,11931,0,neutral|bearish|bullish,qwen-3b_newlayout,information
information,news,run-001,S,stuart_maxwell,765.4123820911386,2,6.2060181116797184e-167,0.1790994784201237,0.0621909311876623,0.003429155333674,11931,11931,0,neutral|bearish|bullish,qwen-3b_newlayout,information
information,news,run-002,S,stuart_maxwell,765.4123820911386,2,6.2060181116797184e-167,0.1790994784201237,0.0621909311876623,0.003429155333674,11931,11931,0,neutral|bearish|bullish,qwen-3b_newlayout,information
information,fiqasa,run-001,N,stuart_maxwell,10.450450450450454,2,0.0053791483035799,0.0667426584704082,0.011082693947144,9.359468549020292e-05,1173,1173,0,positive|negative|neutral,qwen-3b_newlayout,information
information,fiqasa,run-002,N,stuart_maxwell,10.450450450450454,2,0.0053791483035799,0.0667426584704082,0.011082693947144,9.359468549020292e-05,1173,1173,0,positive|negative|neutral,qwen-3b_newlayout,information
information,fiqasa,run-001,S,stuart_maxwell,23.34848484848485,2,8.510222889491018e-06,0.0997620460637149,0.0196078431372548,0.0006708652714359,1173,1173,0,positive|negative|neutral,qwen-3b_newlayout,information
information,fiqasa,run-002,S,stuart_maxwell,23.34848484848485,2,8.510222889491018e-06,0.0997620460637149,0.0196078431372548,0.0006708652714359,1173,1173,0,positive|negative|neutral,qwen-3b_newlayout,information
information,imdb_sklearn,run-001,N,stuart_maxwell,148.0845070422589,2,6.980039303791045e-33,0.0860478085259174,0.0177,0.0002391107879219,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,information
information,imdb_sklearn,run-002,N,stuart_maxwell,148.0845070422589,2,6.980039303791045e-33,0.0860478085259174,0.0177,0.0002391107879219,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,information
information,imdb_sklearn,run-001,S,stuart_maxwell,56.023391812864304,2,6.834001016881112e-13,0.0529260766602174,0.0097,0.0001180311271608,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,information
information,imdb_sklearn,run-002,S,stuart_maxwell,56.023391812864304,2,6.834001016881112e-13,0.0529260766602174,0.0097,0.0001180311271608,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,information
information,sst2,run-001,N,stuart_maxwell,0.3787696019300367,2,0.8274680349261799,0.004351836405071,0.0005999999999999,2.3600591412587554e-06,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,information
information,sst2,run-002,N,stuart_maxwell,0.3787696019300367,2,0.8274680349261799,0.004351836405071,0.0005999999999999,2.3600591412587554e-06,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,information
information,sst2,run-001,S,stuart_maxwell,24.011834319526603,2,6.107963418348283e-06,0.0346495557832467,0.0055999999999999,4.6891559984051936e-05,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,information
information,sst2,run-002,S,stuart_maxwell,24.011834319526603,2,6.107963418348283e-06,0.0346495557832467,0.0055999999999999,4.6891559984051936e-05,10000,10000,0,positive|negative|neutral,qwen-3b_newlayout,information
